epoch,timestamp,operations,operations-delta,operations/second
1695721580.655,26/09/2023 09:46:20,1837,1837,1835.165
1695721581.655,26/09/2023 09:46:21,5950,4113,4113
1695721582.655,26/09/2023 09:46:22,11272,5322,5322
1695721583.655,26/09/2023 09:46:23,16781,5509,5509
1695721584.655,26/09/2023 09:46:24,22261,5480,5480
1695721585.655,26/09/2023 09:46:25,25914,3653,3653
1695721586.655,26/09/2023 09:46:26,28772,2858,2858
1695721587.655,26/09/2023 09:46:27,31589,2817,2817
1695721588.655,26/09/2023 09:46:28,34464,2875,2875
1695721589.656,26/09/2023 09:46:29,37230,2766,2763.237
1695721590.656,26/09/2023 09:46:30,40084,2854,2854
1695721591.656,26/09/2023 09:46:31,42997,2913,2913
1695721592.656,26/09/2023 09:46:32,47540,4543,4543
1695721593.656,26/09/2023 09:46:33,53347,5807,5807
1695721594.656,26/09/2023 09:46:34,58779,5432,5432
1695721595.656,26/09/2023 09:46:35,64505,5726,5726
1695721596.656,26/09/2023 09:46:36,70383,5878,5878
1695721597.656,26/09/2023 09:46:37,75281,4898,4898
1695721598.656,26/09/2023 09:46:38,80243,4962,4962
1695721599.656,26/09/2023 09:46:39,85154,4911,4911
1695721600.656,26/09/2023 09:46:40,90204,5050,5050
1695721601.656,26/09/2023 09:46:41,95253,5049,5049
1695721602.656,26/09/2023 09:46:42,100079,4826,4826
1695721603.657,26/09/2023 09:46:43,105011,4932,4927.073
1695721604.657,26/09/2023 09:46:44,109720,4709,4709
1695721605.657,26/09/2023 09:46:45,114458,4738,4738
1695721606.657,26/09/2023 09:46:46,119437,4979,4979
1695721607.657,26/09/2023 09:46:47,125690,6253,6253
1695721608.657,26/09/2023 09:46:48,132239,6549,6549
1695721609.657,26/09/2023 09:46:49,138945,6706,6706
1695721610.657,26/09/2023 09:46:50,145417,6472,6472
1695721611.657,26/09/2023 09:46:51,151809,6392,6392
1695721612.657,26/09/2023 09:46:52,158341,6532,6532
1695721613.657,26/09/2023 09:46:53,164999,6658,6658
1695721614.657,26/09/2023 09:46:54,171115,6116,6116
1695721615.657,26/09/2023 09:46:55,177855,6740,6740
1695721616.657,26/09/2023 09:46:56,184121,6266,6266
1695721617.657,26/09/2023 09:46:57,190686,6565,6565
1695721618.658,26/09/2023 09:46:58,197308,6622,6615.385
1695721619.658,26/09/2023 09:46:59,204047,6739,6739
1695721620.658,26/09/2023 09:47:00,210563,6516,6516
1695721621.658,26/09/2023 09:47:01,217276,6713,6713
1695721622.658,26/09/2023 09:47:02,224031,6755,6755
1695721623.658,26/09/2023 09:47:03,230705,6674,6674
1695721624.658,26/09/2023 09:47:04,237175,6470,6470
1695721625.658,26/09/2023 09:47:05,243675,6500,6500
1695721626.658,26/09/2023 09:47:06,250079,6404,6404
