epoch,timestamp,operations,operations-delta,operations/second
1695661145.284,25/09/2023 16:59:05,12530,12530,12517.483
1695661146.284,25/09/2023 16:59:06,34282,21752,21752
1695661147.284,25/09/2023 16:59:07,53210,18928,18928
1695661148.284,25/09/2023 16:59:08,79100,25890,25890
1695661149.284,25/09/2023 16:59:09,108722,29622,29622
1695661150.284,25/09/2023 16:59:10,130569,21847,21847
1695661151.285,25/09/2023 16:59:11,152176,21607,21585.415
1695661152.285,25/09/2023 16:59:12,173968,21792,21792
1695661153.285,25/09/2023 16:59:13,195673,21705,21705
1695661154.285,25/09/2023 16:59:14,217571,21898,21898
1695661155.285,25/09/2023 16:59:15,239245,21674,21674
1695661156.285,25/09/2023 16:59:16,268210,28965,28965
1695661157.285,25/09/2023 16:59:17,294168,25958,25958
1695661158.285,25/09/2023 16:59:18,318543,24375,24375
1695661159.285,25/09/2023 16:59:19,343920,25377,25377
1695661160.285,25/09/2023 16:59:20,368768,24848,24848
1695661161.285,25/09/2023 16:59:21,395077,26309,26309
1695661162.285,25/09/2023 16:59:22,421244,26167,26167
1695661163.285,25/09/2023 16:59:23,446948,25704,25704
1695661164.285,25/09/2023 16:59:24,473367,26419,26419
1695661165.286,25/09/2023 16:59:25,499738,26371,26344.655
1695661166.286,25/09/2023 16:59:26,525306,25568,25568
1695661167.286,25/09/2023 16:59:27,551055,25749,25749
1695661168.286,25/09/2023 16:59:28,577326,26271,26271
1695661169.286,25/09/2023 16:59:29,603133,25807,25807
1695661170.286,25/09/2023 16:59:30,628067,24934,24934
1695661171.286,25/09/2023 16:59:31,653518,25451,25451
1695661172.286,25/09/2023 16:59:32,679670,26152,26152
1695661173.286,25/09/2023 16:59:33,706152,26482,26482
1695661174.286,25/09/2023 16:59:34,732239,26087,26087
1695661175.286,25/09/2023 16:59:35,758251,26012,26012
1695661176.286,25/09/2023 16:59:36,784750,26499,26499
1695661177.286,25/09/2023 16:59:37,811598,26848,26848
1695661178.286,25/09/2023 16:59:38,842872,31274,31274
1695661179.286,25/09/2023 16:59:39,873699,30827,30827
1695661180.287,25/09/2023 16:59:40,904768,31069,31037.962
1695661181.287,25/09/2023 16:59:41,935541,30773,30773
1695661182.287,25/09/2023 16:59:42,966670,31129,31129
1695661183.287,25/09/2023 16:59:43,998241,31571,31571
1695661184.287,25/09/2023 16:59:44,1029269,31028,31028
1695661185.287,25/09/2023 16:59:45,1059486,30217,30217
1695661186.287,25/09/2023 16:59:46,1090541,31055,31055
1695661187.287,25/09/2023 16:59:47,1120708,30167,30167
1695661188.287,25/09/2023 16:59:48,1151446,30738,30738
1695661189.287,25/09/2023 16:59:49,1181538,30092,30092
1695661190.287,25/09/2023 16:59:50,1212261,30723,30723
1695661191.287,25/09/2023 16:59:51,1243362,31101,31101
1695661192.287,25/09/2023 16:59:52,1274827,31465,31465
1695661193.288,25/09/2023 16:59:53,1306076,31249,31217.782
1695661194.288,25/09/2023 16:59:54,1337594,31518,31518
1695661195.288,25/09/2023 16:59:55,1369004,31410,31410
1695661196.288,25/09/2023 16:59:56,1400500,31496,31496
1695661197.288,25/09/2023 16:59:57,1431519,31019,31019
1695661198.288,25/09/2023 16:59:58,1462294,30775,30775
1695661199.288,25/09/2023 16:59:59,1492724,30430,30430
1695661200.288,25/09/2023 17:00:00,1523933,31209,31209
1695661201.288,25/09/2023 17:00:01,1554633,30700,30700
1695661202.288,25/09/2023 17:00:02,1567626,12993,12993
1695661203.288,25/09/2023 17:00:03,1583945,16319,16319
1695661204.288,25/09/2023 17:00:04,1616298,32353,32353
1695661205.288,25/09/2023 17:00:05,1650635,34337,34337
1695661206.288,25/09/2023 17:00:06,1683548,32913,32913
1695661207.289,25/09/2023 17:00:07,1716427,32879,32846.154
1695661208.289,25/09/2023 17:00:08,1750393,33966,33966
1695661209.289,25/09/2023 17:00:09,1784815,34422,34422
1695661210.289,25/09/2023 17:00:10,1817168,32353,32353
1695661211.289,25/09/2023 17:00:11,1848859,31691,31691
1695661212.289,25/09/2023 17:00:12,1881328,32469,32469
1695661213.289,25/09/2023 17:00:13,1915215,33887,33887
1695661214.289,25/09/2023 17:00:14,1947842,32627,32627
1695661215.289,25/09/2023 17:00:15,1982199,34357,34357
1695661216.289,25/09/2023 17:00:16,2016474,34275,34275
1695661217.289,25/09/2023 17:00:17,2048531,32057,32057
1695661218.289,25/09/2023 17:00:18,2081671,33140,33140
1695661219.289,25/09/2023 17:00:19,2114399,32728,32728
1695661220.289,25/09/2023 17:00:20,2147030,32631,32631
1695661221.29,25/09/2023 17:00:21,2180112,33082,33048.951
1695661222.29,25/09/2023 17:00:22,2213322,33210,33210
1695661223.29,25/09/2023 17:00:23,2245701,32379,32379
1695661224.29,25/09/2023 17:00:24,2278123,32422,32422
1695661225.29,25/09/2023 17:00:25,2310249,32126,32126
1695661226.29,25/09/2023 17:00:26,2342829,32580,32580
1695661227.29,25/09/2023 17:00:27,2374291,31462,31462
1695661228.29,25/09/2023 17:00:28,2406632,32341,32341
1695661229.29,25/09/2023 17:00:29,2439870,33238,33238
1695661230.29,25/09/2023 17:00:30,2473208,33338,33338
1695661231.29,25/09/2023 17:00:31,2505749,32541,32541
1695661232.29,25/09/2023 17:00:32,2539088,33339,33339
1695661233.29,25/09/2023 17:00:33,2571866,32778,32778
1695661234.29,25/09/2023 17:00:34,2604294,32428,32428
1695661235.291,25/09/2023 17:00:35,2637001,32707,32674.326
1695661236.291,25/09/2023 17:00:36,2670443,33442,33442
1695661237.291,25/09/2023 17:00:37,2703625,33182,33182
1695661238.291,25/09/2023 17:00:38,2736283,32658,32658
1695661239.291,25/09/2023 17:00:39,2770308,34025,34025
1695661240.291,25/09/2023 17:00:40,2804244,33936,33936
1695661241.291,25/09/2023 17:00:41,2837780,33536,33536
1695661242.291,25/09/2023 17:00:42,2870743,32963,32963
1695661243.291,25/09/2023 17:00:43,2904222,33479,33479
1695661244.291,25/09/2023 17:00:44,2937504,33282,33282
1695661245.291,25/09/2023 17:00:45,2968759,31255,31255
1695661246.291,25/09/2023 17:00:46,3000840,32081,32081
1695661247.291,25/09/2023 17:00:47,3035004,34164,34164
1695661248.291,25/09/2023 17:00:48,3067613,32609,32609
1695661249.292,25/09/2023 17:00:49,3101299,33686,33652.348
1695661250.292,25/09/2023 17:00:50,3134484,33185,33185
1695661251.292,25/09/2023 17:00:51,3167007,32523,32523
1695661252.292,25/09/2023 17:00:52,3199193,32186,32186
1695661253.292,25/09/2023 17:00:53,3232995,33802,33802
1695661254.292,25/09/2023 17:00:54,3266779,33784,33784
1695661255.292,25/09/2023 17:00:55,3296834,30055,30055
1695661256.292,25/09/2023 17:00:56,3329754,32920,32920
1695661257.292,25/09/2023 17:00:57,3362313,32559,32559
1695661258.292,25/09/2023 17:00:58,3396073,33760,33760
1695661259.292,25/09/2023 17:00:59,3428720,32647,32647
1695661260.292,25/09/2023 17:01:00,3461220,32500,32500
1695661261.292,25/09/2023 17:01:01,3493524,32304,32304
1695661262.292,25/09/2023 17:01:02,3525949,32425,32425
1695661263.293,25/09/2023 17:01:03,3560406,34457,34422.577
