epoch,timestamp,operations,operations-delta,operations/second
1696934456.345,10/10/2023 10:40:56,129,129,128.871
1696934457.345,10/10/2023 10:40:57,273,144,144
1696934458.345,10/10/2023 10:40:58,405,132,132
1696934459.345,10/10/2023 10:40:59,550,145,145
1696934460.345,10/10/2023 10:41:00,682,132,132
1696934461.345,10/10/2023 10:41:01,826,144,144
1696934462.345,10/10/2023 10:41:02,970,144,144
1696934463.345,10/10/2023 10:41:03,1101,131,131
1696934464.345,10/10/2023 10:41:04,1251,150,150
1696934465.345,10/10/2023 10:41:05,1401,150,150
1696934466.345,10/10/2023 10:41:06,1539,138,138
1696934467.345,10/10/2023 10:41:07,1668,129,129
1696934468.345,10/10/2023 10:41:08,1820,152,152
1696934469.346,10/10/2023 10:41:09,1956,136,135.864
1696934470.346,10/10/2023 10:41:10,2078,122,122
1696934471.346,10/10/2023 10:41:11,2239,161,161
1696934472.346,10/10/2023 10:41:12,2370,131,131
1696934473.346,10/10/2023 10:41:13,2516,146,146
1696934474.346,10/10/2023 10:41:14,2659,143,143
1696934475.346,10/10/2023 10:41:15,2810,151,151
1696934476.346,10/10/2023 10:41:16,2938,128,128
1696934477.346,10/10/2023 10:41:17,3083,145,145
1696934478.346,10/10/2023 10:41:18,3228,145,145
1696934479.346,10/10/2023 10:41:19,3372,144,144
1696934480.346,10/10/2023 10:41:20,3520,148,148
1696934481.346,10/10/2023 10:41:21,3672,152,152
1696934482.346,10/10/2023 10:41:22,3816,144,144
1696934483.346,10/10/2023 10:41:23,3960,144,144
1696934484.347,10/10/2023 10:41:24,4104,144,143.856
1696934485.347,10/10/2023 10:41:25,4248,144,144
1696934486.347,10/10/2023 10:41:26,4392,144,144
1696934487.347,10/10/2023 10:41:27,4536,144,144
1696934488.347,10/10/2023 10:41:28,4680,144,144
1696934489.347,10/10/2023 10:41:29,4828,148,148
1696934490.347,10/10/2023 10:41:30,4980,152,152
1696934491.347,10/10/2023 10:41:31,5124,144,144
1696934492.347,10/10/2023 10:41:32,5268,144,144
1696934493.347,10/10/2023 10:41:33,5412,144,144
1696934494.347,10/10/2023 10:41:34,5556,144,144
1696934495.347,10/10/2023 10:41:35,5700,144,144
1696934496.347,10/10/2023 10:41:36,5844,144,144
1696934497.347,10/10/2023 10:41:37,5988,144,144
1696934498.348,10/10/2023 10:41:38,6133,145,144.855
1696934499.348,10/10/2023 10:41:39,6277,144,144
1696934500.348,10/10/2023 10:41:40,6421,144,144
1696934501.348,10/10/2023 10:41:41,6576,155,155
1696934502.348,10/10/2023 10:41:42,6720,144,144
1696934503.348,10/10/2023 10:41:43,6865,145,145
1696934504.348,10/10/2023 10:41:44,7016,151,151
1696934505.348,10/10/2023 10:41:45,7164,148,148
1696934506.348,10/10/2023 10:41:46,7308,144,144
1696934507.348,10/10/2023 10:41:47,7452,144,144
