epoch,timestamp,operations,operations-delta,operations/second
1696932665.939,10/10/2023 10:11:05,259,259,258.741
1696932666.939,10/10/2023 10:11:06,492,233,233
1696932667.939,10/10/2023 10:11:07,704,212,212
1696932668.939,10/10/2023 10:11:08,907,203,203
1696932669.939,10/10/2023 10:11:09,1118,211,211
1696932670.939,10/10/2023 10:11:10,1336,218,218
1696932671.939,10/10/2023 10:11:11,1533,197,197
1696932672.94,10/10/2023 10:11:12,1772,239,238.761
1696932673.94,10/10/2023 10:11:13,2002,230,230
1696932674.94,10/10/2023 10:11:14,2215,213,213
1696932675.94,10/10/2023 10:11:15,2440,225,225
1696932676.94,10/10/2023 10:11:16,2667,227,227
1696932677.94,10/10/2023 10:11:17,2889,222,222
1696932678.94,10/10/2023 10:11:18,3115,226,226
1696932679.94,10/10/2023 10:11:19,3313,198,198
1696932680.94,10/10/2023 10:11:20,3541,228,228
1696932681.94,10/10/2023 10:11:21,3780,239,239
1696932682.94,10/10/2023 10:11:22,4008,228,228
1696932683.94,10/10/2023 10:11:23,4225,217,217
1696932684.94,10/10/2023 10:11:24,4440,215,215
1696932685.94,10/10/2023 10:11:25,4676,236,236
1696932686.941,10/10/2023 10:11:26,4895,219,218.781
1696932687.941,10/10/2023 10:11:27,5084,189,189
1696932688.941,10/10/2023 10:11:28,5324,240,240
1696932689.941,10/10/2023 10:11:29,5561,237,237
1696932690.941,10/10/2023 10:11:30,5794,233,233
1696932691.941,10/10/2023 10:11:31,6021,227,227
1696932692.941,10/10/2023 10:11:32,6238,217,217
1696932693.941,10/10/2023 10:11:33,6463,225,225
1696932694.941,10/10/2023 10:11:34,6677,214,214
1696932695.941,10/10/2023 10:11:35,6903,226,226
1696932696.941,10/10/2023 10:11:36,7102,199,199
1696932697.941,10/10/2023 10:11:37,7344,242,242
1696932698.941,10/10/2023 10:11:38,7575,231,231
1696932699.941,10/10/2023 10:11:39,7814,239,239
1696932700.941,10/10/2023 10:11:40,8043,229,229
1696932701.942,10/10/2023 10:11:41,8261,218,217.782
1696932702.942,10/10/2023 10:11:42,8488,227,227
1696932703.942,10/10/2023 10:11:43,8704,216,216
1696932704.942,10/10/2023 10:11:44,8929,225,225
1696932705.942,10/10/2023 10:11:45,9154,225,225
1696932706.942,10/10/2023 10:11:46,9344,190,190
1696932707.942,10/10/2023 10:11:47,9586,242,242
1696932708.942,10/10/2023 10:11:48,9820,234,234
1696932709.942,10/10/2023 10:11:49,10058,238,238
1696932710.942,10/10/2023 10:11:50,10279,221,221
1696932711.942,10/10/2023 10:11:51,10503,224,224
1696932712.942,10/10/2023 10:11:52,10731,228,228
1696932713.942,10/10/2023 10:11:53,10944,213,213
1696932714.942,10/10/2023 10:11:54,11168,224,224
1696932715.943,10/10/2023 10:11:55,11367,199,198.801
1696932716.943,10/10/2023 10:11:56,11604,237,237
