epoch,timestamp,operations,operations-delta,operations/second
1697040930.485,11/10/2023 16:15:30,510,510,509.491
1697040931.485,11/10/2023 16:15:31,925,415,415
1697040932.485,11/10/2023 16:15:32,1202,277,277
1697040933.485,11/10/2023 16:15:33,1376,174,174
1697040934.485,11/10/2023 16:15:34,1527,151,151
1697040935.485,11/10/2023 16:15:35,1660,133,133
1697040936.485,11/10/2023 16:15:36,1790,130,130
1697040937.485,11/10/2023 16:15:37,1875,85,85
1697040938.486,11/10/2023 16:15:38,1937,62,61.938
1697040939.486,11/10/2023 16:15:39,2125,188,188
1697040940.486,11/10/2023 16:15:40,2247,122,122
1697040941.486,11/10/2023 16:15:41,2316,69,69
1697040942.486,11/10/2023 16:15:42,2393,77,77
1697040943.486,11/10/2023 16:15:43,2447,54,54
1697040944.486,11/10/2023 16:15:44,2515,68,68
1697040945.486,11/10/2023 16:15:45,2639,124,124
1697040946.486,11/10/2023 16:15:46,2905,266,266
1697040947.486,11/10/2023 16:15:47,3171,266,266
1697040948.486,11/10/2023 16:15:48,3342,171,171
1697040949.486,11/10/2023 16:15:49,3436,94,94
1697040950.486,11/10/2023 16:15:50,3506,70,70
1697040951.486,11/10/2023 16:15:51,3574,68,68
1697040952.486,11/10/2023 16:15:52,3676,102,102
1697040953.487,11/10/2023 16:15:53,3908,232,231.768
1697040954.487,11/10/2023 16:15:54,4115,207,207
1697040955.487,11/10/2023 16:15:55,4352,237,237
1697040956.487,11/10/2023 16:15:56,4484,132,132
1697040957.487,11/10/2023 16:15:57,4600,116,116
1697040958.487,11/10/2023 16:15:58,4688,88,88
1697040959.487,11/10/2023 16:15:59,4790,102,102
1697040960.487,11/10/2023 16:16:00,4856,66,66
1697040961.487,11/10/2023 16:16:01,4957,101,101
1697040962.487,11/10/2023 16:16:02,5057,100,100
1697040963.487,11/10/2023 16:16:03,5152,95,95
1697040964.487,11/10/2023 16:16:04,5245,93,93
1697040965.487,11/10/2023 16:16:05,5320,75,75
1697040966.488,11/10/2023 16:16:06,5394,74,73.926
1697040967.488,11/10/2023 16:16:07,5470,76,76
1697040968.488,11/10/2023 16:16:08,5538,68,68
1697040969.488,11/10/2023 16:16:09,5614,76,76
1697040970.488,11/10/2023 16:16:10,5700,86,86
1697040971.488,11/10/2023 16:16:11,5771,71,71
1697040972.488,11/10/2023 16:16:12,5857,86,86
1697040973.488,11/10/2023 16:16:13,5922,65,65
1697040974.488,11/10/2023 16:16:14,5996,74,74
1697040975.488,11/10/2023 16:16:15,6064,68,68
1697040976.488,11/10/2023 16:16:16,6148,84,84
1697040977.488,11/10/2023 16:16:17,6202,54,54
1697040978.488,11/10/2023 16:16:18,6268,66,66
1697040979.488,11/10/2023 16:16:19,6325,57,57
1697040980.489,11/10/2023 16:16:20,6400,75,74.925
1697040981.489,11/10/2023 16:16:21,6456,56,56
1697040982.489,11/10/2023 16:16:22,6525,69,69
1697040983.489,11/10/2023 16:16:23,6579,54,54
1697040984.489,11/10/2023 16:16:24,6658,79,79
1697040985.489,11/10/2023 16:16:25,6717,59,59
1697040986.489,11/10/2023 16:16:26,6790,73,73
1697040987.489,11/10/2023 16:16:27,6875,85,85
1697040988.489,11/10/2023 16:16:28,6946,71,71
1697040989.489,11/10/2023 16:16:29,7035,89,89
1697040990.489,11/10/2023 16:16:30,7112,77,77
1697040991.489,11/10/2023 16:16:31,7174,62,62
1697040992.489,11/10/2023 16:16:32,7249,75,75
1697040993.489,11/10/2023 16:16:33,7319,70,70
1697040994.489,11/10/2023 16:16:34,7394,75,75
1697040995.49,11/10/2023 16:16:35,7474,80,79.92
1697040996.49,11/10/2023 16:16:36,7535,61,61
1697040997.49,11/10/2023 16:16:37,7620,85,85
1697040998.49,11/10/2023 16:16:38,7689,69,69
1697040999.49,11/10/2023 16:16:39,7764,75,75
1697041000.49,11/10/2023 16:16:40,7846,82,82
1697041001.49,11/10/2023 16:16:41,7925,79,79
1697041002.49,11/10/2023 16:16:42,8003,78,78
1697041003.49,11/10/2023 16:16:43,8087,84,84
1697041004.49,11/10/2023 16:16:44,8163,76,76
1697041005.49,11/10/2023 16:16:45,8237,74,74
1697041006.49,11/10/2023 16:16:46,8319,82,82
1697041007.49,11/10/2023 16:16:47,8393,74,74
1697041008.49,11/10/2023 16:16:48,8469,76,76
1697041009.491,11/10/2023 16:16:49,8551,82,81.918
1697041010.491,11/10/2023 16:16:50,8629,78,78
1697041011.491,11/10/2023 16:16:51,8718,89,89
1697041012.491,11/10/2023 16:16:52,8804,86,86
1697041013.491,11/10/2023 16:16:53,8888,84,84
1697041014.491,11/10/2023 16:16:54,8970,82,82
1697041015.491,11/10/2023 16:16:55,9056,86,86
1697041016.491,11/10/2023 16:16:56,9140,84,84
1697041017.491,11/10/2023 16:16:57,9215,75,75
1697041018.491,11/10/2023 16:16:58,9293,78,78
1697041019.491,11/10/2023 16:16:59,9379,86,86
1697041020.491,11/10/2023 16:17:00,9461,82,82
1697041021.491,11/10/2023 16:17:01,9535,74,74
1697041022.491,11/10/2023 16:17:02,9625,90,90
1697041023.492,11/10/2023 16:17:03,9700,75,74.925
1697041024.492,11/10/2023 16:17:04,9797,97,97
1697041025.492,11/10/2023 16:17:05,9879,82,82
1697041026.492,11/10/2023 16:17:06,9981,102,102
1697041027.492,11/10/2023 16:17:07,10068,87,87
1697041028.492,11/10/2023 16:17:08,10169,101,101
1697041029.492,11/10/2023 16:17:09,10239,70,70
1697041030.492,11/10/2023 16:17:10,10324,85,85
1697041031.492,11/10/2023 16:17:11,10399,75,75
1697041032.492,11/10/2023 16:17:12,10471,72,72
1697041033.492,11/10/2023 16:17:13,10556,85,85
1697041034.492,11/10/2023 16:17:14,10621,65,65
1697041035.492,11/10/2023 16:17:15,10688,67,67
1697041036.492,11/10/2023 16:17:16,10750,62,62
1697041037.493,11/10/2023 16:17:17,10815,65,64.935
1697041038.493,11/10/2023 16:17:18,10876,61,61
