epoch,timestamp,operations,operations-delta,operations/second
1697037986.644,11/10/2023 15:26:26,501,501,500.5
1697037987.644,11/10/2023 15:26:27,953,452,452
1697037988.644,11/10/2023 15:26:28,1225,272,272
1697037989.644,11/10/2023 15:26:29,1462,237,237
1697037990.644,11/10/2023 15:26:30,1691,229,229
1697037991.644,11/10/2023 15:26:31,1843,152,152
1697037992.644,11/10/2023 15:26:32,2124,281,281
1697037993.644,11/10/2023 15:26:33,2273,149,149
1697037994.644,11/10/2023 15:26:34,2381,108,108
1697037995.644,11/10/2023 15:26:35,2502,121,121
1697037996.644,11/10/2023 15:26:36,2615,113,113
1697037997.644,11/10/2023 15:26:37,2726,111,111
1697037998.645,11/10/2023 15:26:38,2920,194,193.806
1697037999.645,11/10/2023 15:26:39,3211,291,291
1697038000.645,11/10/2023 15:26:40,3444,233,233
1697038001.645,11/10/2023 15:26:41,3632,188,188
1697038002.645,11/10/2023 15:26:42,3857,225,225
1697038003.645,11/10/2023 15:26:43,4047,190,190
1697038004.645,11/10/2023 15:26:44,4252,205,205
1697038005.645,11/10/2023 15:26:45,4360,108,108
1697038006.645,11/10/2023 15:26:46,4512,152,152
1697038007.645,11/10/2023 15:26:47,4756,244,244
1697038008.645,11/10/2023 15:26:48,4989,233,233
1697038009.645,11/10/2023 15:26:49,5195,206,206
1697038010.645,11/10/2023 15:26:50,5373,178,178
1697038011.645,11/10/2023 15:26:51,5474,101,101
1697038012.645,11/10/2023 15:26:52,5574,100,100
1697038013.646,11/10/2023 15:26:53,5682,108,107.892
1697038014.646,11/10/2023 15:26:54,5852,170,170
1697038015.646,11/10/2023 15:26:55,5982,130,130
1697038016.646,11/10/2023 15:26:56,6101,119,119
1697038017.646,11/10/2023 15:26:57,6212,111,111
1697038018.646,11/10/2023 15:26:58,6312,100,100
1697038019.646,11/10/2023 15:26:59,6386,74,74
1697038020.646,11/10/2023 15:27:00,6481,95,95
1697038021.646,11/10/2023 15:27:01,6588,107,107
1697038022.646,11/10/2023 15:27:02,6677,89,89
1697038023.646,11/10/2023 15:27:03,6754,77,77
1697038024.646,11/10/2023 15:27:04,6860,106,106
1697038025.646,11/10/2023 15:27:05,6945,85,85
1697038026.646,11/10/2023 15:27:06,7038,93,93
1697038027.647,11/10/2023 15:27:07,7121,83,82.917
1697038028.647,11/10/2023 15:27:08,7202,81,81
1697038029.647,11/10/2023 15:27:09,7291,89,89
1697038030.647,11/10/2023 15:27:10,7377,86,86
1697038031.647,11/10/2023 15:27:11,7455,78,78
1697038032.647,11/10/2023 15:27:12,7542,87,87
1697038033.647,11/10/2023 15:27:13,7634,92,92
1697038034.647,11/10/2023 15:27:14,7742,108,108
1697038035.647,11/10/2023 15:27:15,7843,101,101
1697038036.647,11/10/2023 15:27:16,7938,95,95
1697038037.647,11/10/2023 15:27:17,8035,97,97
1697038038.647,11/10/2023 15:27:18,8124,89,89
1697038039.647,11/10/2023 15:27:19,8211,87,87
1697038040.647,11/10/2023 15:27:20,8288,77,77
1697038041.648,11/10/2023 15:27:21,8387,99,98.901
1697038042.648,11/10/2023 15:27:22,8456,69,69
1697038043.648,11/10/2023 15:27:23,8482,26,26
1697038044.648,11/10/2023 15:27:24,8577,95,95
1697038045.648,11/10/2023 15:27:25,9357,780,780
1697038046.648,11/10/2023 15:27:26,9712,355,355
1697038047.648,11/10/2023 15:27:27,9982,270,270
1697038048.648,11/10/2023 15:27:28,10238,256,256
1697038049.648,11/10/2023 15:27:29,10496,258,258
1697038050.648,11/10/2023 15:27:30,10761,265,265
1697038051.648,11/10/2023 15:27:31,11021,260,260
1697038052.648,11/10/2023 15:27:32,11262,241,241
1697038053.648,11/10/2023 15:27:33,11508,246,246
1697038054.648,11/10/2023 15:27:34,11815,307,307
1697038055.649,11/10/2023 15:27:35,12134,319,318.681
1697038056.649,11/10/2023 15:27:36,12448,314,314
1697038057.649,11/10/2023 15:27:37,12727,279,279
1697038058.649,11/10/2023 15:27:38,13002,275,275
1697038059.649,11/10/2023 15:27:39,13281,279,279
1697038060.649,11/10/2023 15:27:40,13540,259,259
1697038061.649,11/10/2023 15:27:41,13796,256,256
1697038062.649,11/10/2023 15:27:42,14040,244,244
1697038063.649,11/10/2023 15:27:43,14224,184,184
1697038064.649,11/10/2023 15:27:44,14360,136,136
1697038065.649,11/10/2023 15:27:45,14473,113,113
1697038066.649,11/10/2023 15:27:46,14587,114,114
1697038067.649,11/10/2023 15:27:47,14700,113,113
1697038068.649,11/10/2023 15:27:48,14799,99,99
1697038069.65,11/10/2023 15:27:49,14890,91,90.909
