epoch,timestamp,operations,operations-delta,operations/second
1697036846.819,11/10/2023 15:07:26,514,514,514
1697036847.819,11/10/2023 15:07:27,949,435,435
1697036848.819,11/10/2023 15:07:28,1152,203,203
1697036849.82,11/10/2023 15:07:29,1350,198,197.802
1697036850.82,11/10/2023 15:07:30,1528,178,178
1697036851.82,11/10/2023 15:07:31,1750,222,222
1697036852.82,11/10/2023 15:07:32,1878,128,128
1697036853.82,11/10/2023 15:07:33,1993,115,115
1697036854.82,11/10/2023 15:07:34,2090,97,97
1697036855.82,11/10/2023 15:07:35,2191,101,101
1697036856.82,11/10/2023 15:07:36,2291,100,100
1697036857.82,11/10/2023 15:07:37,2453,162,162
1697036858.82,11/10/2023 15:07:38,2721,268,268
1697036859.82,11/10/2023 15:07:39,2997,276,276
1697036860.82,11/10/2023 15:07:40,3274,277,277
1697036861.82,11/10/2023 15:07:41,3478,204,204
1697036862.82,11/10/2023 15:07:42,3727,249,249
1697036863.821,11/10/2023 15:07:43,3954,227,226.773
1697036864.821,11/10/2023 15:07:44,4136,182,182
1697036865.821,11/10/2023 15:07:45,4289,153,153
1697036866.821,11/10/2023 15:07:46,4495,206,206
1697036867.821,11/10/2023 15:07:47,4644,149,149
1697036868.821,11/10/2023 15:07:48,4831,187,187
1697036869.821,11/10/2023 15:07:49,5051,220,220
1697036870.821,11/10/2023 15:07:50,5273,222,222
1697036871.821,11/10/2023 15:07:51,5446,173,173
1697036872.821,11/10/2023 15:07:52,5547,101,101
1697036873.821,11/10/2023 15:07:53,5660,113,113
1697036874.821,11/10/2023 15:07:54,5788,128,128
1697036875.821,11/10/2023 15:07:55,6004,216,216
1697036876.821,11/10/2023 15:07:56,6207,203,203
1697036877.821,11/10/2023 15:07:57,6409,202,202
1697036878.822,11/10/2023 15:07:58,6545,136,135.864
1697036879.822,11/10/2023 15:07:59,6653,108,108
1697036880.822,11/10/2023 15:08:00,6747,94,94
1697036881.822,11/10/2023 15:08:01,6834,87,87
1697036882.822,11/10/2023 15:08:02,6907,73,73
1697036883.822,11/10/2023 15:08:03,6992,85,85
1697036884.822,11/10/2023 15:08:04,7079,87,87
1697036885.822,11/10/2023 15:08:05,7174,95,95
1697036886.822,11/10/2023 15:08:06,7251,77,77
1697036887.822,11/10/2023 15:08:07,7336,85,85
1697036888.822,11/10/2023 15:08:08,7433,97,97
1697036889.822,11/10/2023 15:08:09,7511,78,78
1697036890.822,11/10/2023 15:08:10,7602,91,91
1697036891.822,11/10/2023 15:08:11,7698,96,96
1697036892.823,11/10/2023 15:08:12,7771,73,72.927
1697036893.823,11/10/2023 15:08:13,7824,53,53
1697036894.823,11/10/2023 15:08:14,7895,71,71
1697036895.823,11/10/2023 15:08:15,7950,55,55
