1.000,385.536
2.000,433.152
3.000,299.008
4.000,382.976
5.000,350.72
6.000,317.952
7.000,449.024
8.000,459.776
9.000,328.192
10.000,475.136
11.000,475.648
12.000,518.144
13.001,512.512
14.001,487.424
15.001,497.152
16.001,532.48
17.001,455.68
18.001,442.368
19.001,428.032
20.001,430.08
21.001,454.656
22.001,433.152
23.001,449.536
24.001,425.984
25.001,448.0
26.002,443.392
27.002,403.456
28.002,433.152
29.002,405.504
30.002,427.008
31.002,441.856
32.002,392.704
33.002,429.056
34.002,450.56
35.002,456.704
36.002,425.984
37.002,444.928
38.002,438.784
39.003,376.832
40.003,430.592
41.003,437.248
42.003,437.248
43.003,418.816
44.003,452.096
45.003,408.576
46.003,316.928
47.003,403.968
48.003,401.92
49.003,407.04
50.003,413.184
51.003,418.816
52.003,397.824
53.003,376.32
54.004,415.744
55.004,367.616
56.004,380.416
57.004,425.472
58.004,409.088
59.004,410.112
60.004,295.936
61.004,408.576
62.004,392.192
63.004,409.6
64.004,407.04
65.004,396.8
66.004,405.504
67.005,409.088
68.005,401.408
69.005,412.16
70.005,389.12
71.005,406.016
72.005,411.136
73.005,414.72
74.005,406.016
75.005,406.016
76.005,394.752
77.005,420.352
78.005,413.696
79.005,422.912
80.005,307.2
81.006,410.112
82.006,391.168
83.006,391.68
84.006,412.16
85.006,396.288
86.006,426.496
87.006,365.056
88.006,388.608
89.006,395.264
90.006,391.68
91.006,379.392
92.006,401.408
93.006,407.04
94.006,390.656
95.006,397.312
96.007,389.12
97.007,419.328
98.007,385.536
99.007,412.672
100.007,401.92
101.007,396.288
102.007,411.136
103.007,393.216
104.007,389.12
105.007,416.768
106.007,399.36
107.007,398.848
108.007,402.432
109.008,416.256
110.008,389.632
111.008,408.064
112.008,399.872
113.008,320.0
114.008,391.168
115.008,329.216
116.008,401.92
117.008,372.224
118.008,387.584
