1.000,5783.552
2.000,2676.736
3.000,2564.096
4.000,5492.736
5.000,10248.192
6.000,5545.984
7.000,5013.504
8.000,6397.952
9.000,11214.848
10.000,31604.736
11.000,44826.624
12.001,48070.656
13.001,42827.776
14.001,35684.352
15.001,14254.08
16.001,1337.344
17.001,1245.184
18.001,975.36
19.001,2410.496
20.001,1708.032
21.001,944.64
22.001,2308.096
23.001,4358.144
24.001,998.912
25.001,5541.888
26.001,5062.656
27.002,1497.088
28.002,5931.008
29.002,993.28
30.002,2061.312
31.002,5763.072
32.002,3028.992
33.002,1223.68
34.002,982.528
35.002,1063.936
36.002,1048.576
37.002,5931.008
38.002,4177.92
39.002,2041.856
40.002,6885.376
41.003,2568.192
42.003,6090.752
43.003,9666.56
44.003,3457.024
45.003,8765.44
46.003,12517.376
47.003,1388.544
48.003,12337.152
49.003,10321.92
50.003,12935.168
51.003,11673.6
52.003,1277.952
53.003,5836.8
54.003,5603.328
55.004,5373.952
56.004,4726.784
57.004,5918.72
58.004,1233.92
59.004,1091.584
60.004,4665.344
61.004,2418.688
62.004,2486.272
63.004,4374.528
64.004,5959.68
65.004,4956.16
66.004,5062.656
67.004,4542.464
68.004,923.648
69.004,5046.272
70.005,6086.656
71.005,5832.704
72.005,5021.696
73.005,6270.976
74.005,5771.264
75.005,6033.408
76.005,5529.6
77.005,5259.264
78.005,4956.16
79.005,4689.92
80.005,1195.008
81.005,5562.368
82.005,913.92
83.006,5070.848
84.006,4993.024
85.006,7319.552
86.006,3633.152
87.006,1330.176
88.006,5423.104
89.006,3919.872
90.006,5689.344
91.006,6164.48
92.006,1032.704
93.006,6856.704
94.006,6647.808
95.006,5783.552
96.006,2566.144
97.006,4931.584
98.007,1707.008
99.007,5844.992
100.007,6213.632
101.007,7131.136
102.007,5070.848
103.007,5505.024
104.007,6287.36
105.007,4878.336
106.007,2615.296
107.007,5668.864
108.007,6488.064
109.007,4919.296
110.007,4288.512
111.007,5406.72
112.007,1356.8
113.008,3510.272
114.008,5828.608
115.008,5701.632
116.008,901.632
117.008,4861.952
118.008,5451.776
