epoch,timestamp,operations,operations-delta,operations/second
1695721958.963,26/09/2023 09:52:38,1417,1417,1415.584
1695721959.963,26/09/2023 09:52:39,3116,1699,1699
1695721960.963,26/09/2023 09:52:40,4927,1811,1811
1695721961.963,26/09/2023 09:52:41,7164,2237,2237
1695721962.963,26/09/2023 09:52:42,9540,2376,2376
1695721963.963,26/09/2023 09:52:43,11583,2043,2043
1695721964.963,26/09/2023 09:52:44,12800,1217,1217
1695721965.963,26/09/2023 09:52:45,14041,1241,1241
1695721966.963,26/09/2023 09:52:46,15286,1245,1245
1695721967.963,26/09/2023 09:52:47,16471,1185,1185
1695721968.964,26/09/2023 09:52:48,17702,1231,1229.77
1695721969.964,26/09/2023 09:52:49,18900,1198,1198
1695721970.964,26/09/2023 09:52:50,20125,1225,1225
1695721971.964,26/09/2023 09:52:51,22301,2176,2176
1695721972.964,26/09/2023 09:52:52,24509,2208,2208
1695721973.964,26/09/2023 09:52:53,26230,1721,1721
1695721974.964,26/09/2023 09:52:54,27798,1568,1568
1695721975.964,26/09/2023 09:52:55,29579,1781,1781
1695721976.964,26/09/2023 09:52:56,32072,2493,2493
1695721977.964,26/09/2023 09:52:57,34301,2229,2229
1695721978.964,26/09/2023 09:52:58,36573,2272,2272
1695721979.964,26/09/2023 09:52:59,38757,2184,2184
1695721980.964,26/09/2023 09:53:00,41196,2439,2439
1695721981.964,26/09/2023 09:53:01,43614,2418,2418
1695721982.965,26/09/2023 09:53:02,45810,2196,2193.806
1695721983.965,26/09/2023 09:53:03,48141,2331,2331
1695721984.965,26/09/2023 09:53:04,50489,2348,2348
1695721985.965,26/09/2023 09:53:05,52930,2441,2441
1695721986.965,26/09/2023 09:53:06,55316,2386,2386
1695721987.965,26/09/2023 09:53:07,57394,2078,2078
1695721988.965,26/09/2023 09:53:08,59608,2214,2214
1695721989.965,26/09/2023 09:53:09,61558,1950,1950
1695721990.965,26/09/2023 09:53:10,63628,2070,2070
1695721991.965,26/09/2023 09:53:11,65757,2129,2129
1695721992.965,26/09/2023 09:53:12,68011,2254,2254
1695721993.965,26/09/2023 09:53:13,70098,2087,2087
1695721994.965,26/09/2023 09:53:14,71884,1786,1786
1695721995.965,26/09/2023 09:53:15,73679,1795,1795
1695721996.966,26/09/2023 09:53:16,75437,1758,1756.244
1695721997.966,26/09/2023 09:53:17,77210,1773,1773
1695721998.966,26/09/2023 09:53:18,79063,1853,1853
